Gender,Event M/W,Location,Year,Medal,Name,Nationality,Result,Event,Time_Cleaned,MixMatch
M,Discus Throw Men,Tokyo,1964,G,Al OERTER,USA,61,Discus Throw,61,MTokyo1964GDiscus Throw
M,Discus Throw Men,Tokyo,1964,S,LudvÃ­k DANEK,TCH,60.52,Discus Throw,60.52,MTokyo1964SDiscus Throw
M,Discus Throw Men,Tokyo,1964,B,David Lawson WEILL,USA,59.49,Discus Throw,59.49,MTokyo1964BDiscus Throw
M,Discus Throw Men,Los Angeles,1932,G,John ANDERSON,USA,49.49,Discus Throw,49.49,MLos Angeles1932GDiscus Throw
M,Discus Throw Men,Los Angeles,1932,S,Henri LABORDE,USA,48.47,Discus Throw,48.47,MLos Angeles1932SDiscus Throw
M,Discus Throw Men,Los Angeles,1932,B,Paul WINTER,FRA,47.85,Discus Throw,47.85,MLos Angeles1932BDiscus Throw
M,Discus Throw Men,Paris,1924,G,Bud HOUSER,USA,46.155,Discus Throw,46.155,MParis1924GDiscus Throw
M,Discus Throw Men,Paris,1924,S,Vilho Aleksander NIITTYMAA,FIN,44.95,Discus Throw,44.95,MParis1924SDiscus Throw
M,Discus Throw Men,Paris,1924,B,Thomas LIEB,USA,44.83,Discus Throw,44.83,MParis1924BDiscus Throw
M,Discus Throw Men,Stockholm,1912,G,Armas TAIPALE,FIN,45.21,Discus Throw,45.21,MStockholm1912GDiscus Throw
M,Discus Throw Men,Stockholm,1912,S,Richard Leslie BYRD,USA,42.32,Discus Throw,42.32,MStockholm1912SDiscus Throw
M,Discus Throw Men,Stockholm,1912,B,James DUNCAN,USA,42.28,Discus Throw,42.28,MStockholm1912BDiscus Throw
M,Discus Throw Men,St Louis,1904,G,Martin SHERIDAN,USA,39.28,Discus Throw,39.28,MSt Louis1904GDiscus Throw
M,Discus Throw Men,St Louis,1904,S,Ralph ROSE,USA,39.28,Discus Throw,39.28,MSt Louis1904SDiscus Throw
M,Discus Throw Men,St Louis,1904,B,Nikolaos GEORGANTAS,GRE,37.68,Discus Throw,37.68,MSt Louis1904BDiscus Throw
M,Discus Throw Men,Athens,1896,G,Robert GARRETT,USA,29.15,Discus Throw,29.15,MAthens1896GDiscus Throw
M,Discus Throw Men,Athens,1896,S,Panagiotis PARASKEVOPOULOS,GRE,28.95,Discus Throw,28.95,MAthens1896SDiscus Throw
M,Discus Throw Men,Athens,1896,B,Sotirios VERSIS,GRE,28.78,Discus Throw,28.78,MAthens1896BDiscus Throw
M,Hammer Throw Men,Rio,2016,G,Dilshod NAZAROV,TJK,78.68,Hammer Throw,78.68,MRio2016GHammer Throw
M,Hammer Throw Men,Rio,2016,S,Ivan TSIKHAN,BLR,77.79,Hammer Throw,77.79,MRio2016SHammer Throw
M,Hammer Throw Men,Rio,2016,B,Wojciech NOWICKI,POL,77.73,Hammer Throw,77.73,MRio2016BHammer Throw
M,Hammer Throw Men,Beijing,2008,G,Primoz KOZMUS,SLO,82.02,Hammer Throw,82.02,MBeijing2008GHammer Throw
M,Hammer Throw Men,Beijing,2008,S,Vadim DEVYATOVSKIY,BLR,81.61,Hammer Throw,81.61,MBeijing2008SHammer Throw
M,Hammer Throw Men,Beijing,2008,B,Ivan TSIKHAN,BLR,81.51,Hammer Throw,81.51,MBeijing2008BHammer Throw
M,Hammer Throw Men,Sydney,2000,G,Szymon ZIOLKOWSKI,POL,80.02,Hammer Throw,80.02,MSydney2000GHammer Throw
M,Hammer Throw Men,Sydney,2000,S,Nicola VIZZONI,ITA,79.64,Hammer Throw,79.64,MSydney2000SHammer Throw
M,Hammer Throw Men,Sydney,2000,B,Igor ASTAPKOVICH,BLR,79.17,Hammer Throw,79.17,MSydney2000BHammer Throw
M,Hammer Throw Men,Barcelona,1992,G,Andrey ABDUVALIEV,EUN,82.54,Hammer Throw,82.54,MBarcelona1992GHammer Throw
M,Hammer Throw Men,Barcelona,1992,S,Igor ASTAPKOVICH,EUN,81.96,Hammer Throw,81.96,MBarcelona1992SHammer Throw
M,Hammer Throw Men,Barcelona,1992,B,Igor NIKULIN,EUN,81.38,Hammer Throw,81.38,MBarcelona1992BHammer Throw
M,Hammer Throw Men,Montreal,1976,G,Yuri SEDYKH,URS,77.52,Hammer Throw,77.52,MMontreal1976GHammer Throw
M,Hammer Throw Men,Montreal,1976,S,Aleksei SPIRIDONOV,URS,76.08,Hammer Throw,76.08,MMontreal1976SHammer Throw
M,Hammer Throw Men,Montreal,1976,B,Anatoli BONDARCHUK,URS,75.48,Hammer Throw,75.48,MMontreal1976BHammer Throw
M,Hammer Throw Men,Rome,1960,G,Vasili RUDENKOV,URS,67.1,Hammer Throw,67.1,MRome1960GHammer Throw
M,Hammer Throw Men,Rome,1960,S,Gyula ZSIVÃTZKY,HUN,65.79,Hammer Throw,65.79,MRome1960SHammer Throw
M,Hammer Throw Men,Rome,1960,B,Tadeusz RUT,POL,65.64,Hammer Throw,65.64,MRome1960BHammer Throw
M,Hammer Throw Men,Helsinki,1952,G,JÃ³zsef CSERMÃK,HUN,60.34,Hammer Throw,60.34,MHelsinki1952GHammer Throw
M,Hammer Throw Men,Helsinki,1952,S,Karl STORCH,GER,58.86,Hammer Throw,58.86,MHelsinki1952SHammer Throw
M,Hammer Throw Men,Helsinki,1952,B,Imre NÃMETH,HUN,57.74,Hammer Throw,57.74,MHelsinki1952BHammer Throw
M,Hammer Throw Men,London,1908,G,John FLANAGAN,USA,51.92,Hammer Throw,51.92,MLondon1908GHammer Throw
M,Hammer Throw Men,London,1908,S,Matt MCGRATH,USA,51.18,Hammer Throw,51.18,MLondon1908SHammer Throw
M,Hammer Throw Men,London,1908,B,Cornelius WALSH,CAN,48.51,Hammer Throw,48.51,MLondon1908BHammer Throw
M,Hammer Throw Men,Paris,1900,G,John FLANAGAN,USA,51.01,Hammer Throw,51.01,MParis1900GHammer Throw
M,Hammer Throw Men,Paris,1900,S,Truxtun HARE,USA,46.26,Hammer Throw,46.26,MParis1900SHammer Throw
M,Hammer Throw Men,Paris,1900,B,Josiah MCCRACKEN,USA,43.58,Hammer Throw,43.58,MParis1900BHammer Throw
M,Hammer Throw Men,London,2012,G,Krisztian PARS,HUN,80.59,Hammer Throw,80.59,MLondon2012GHammer Throw
M,Hammer Throw Men,London,2012,S,Primoz KOZMUS,SLO,79.36,Hammer Throw,79.36,MLondon2012SHammer Throw
M,Hammer Throw Men,London,2012,B,Koji MUROFUSHI,JPN,78.71,Hammer Throw,78.71,MLondon2012BHammer Throw
M,Hammer Throw Men,Athens,2004,G,Koji MUROFUSHI,JPN,82.91,Hammer Throw,82.91,MAthens2004GHammer Throw
M,Hammer Throw Men,Athens,2004,B,Esref APAK,TUR,79.51,Hammer Throw,79.51,MAthens2004BHammer Throw
M,Hammer Throw Men,Atlanta,1996,G,BalÃ¡zs KISS,HUN,81.24,Hammer Throw,81.24,MAtlanta1996GHammer Throw
M,Hammer Throw Men,Atlanta,1996,S,Lance Earl DEAL,USA,81.12,Hammer Throw,81.12,MAtlanta1996SHammer Throw
M,Hammer Throw Men,Atlanta,1996,B,Oleksiy KRYKUN,UKR,80.02,Hammer Throw,80.02,MAtlanta1996BHammer Throw
M,Hammer Throw Men,Atlanta,1996,B,Oleksandr KRYKUN,UKR,80.02,Hammer Throw,80.02,MAtlanta1996BHammer Throw
M,Hammer Throw Men,Moscow,1980,G,Yuri SEDYKH,URS,81.8,Hammer Throw,81.8,MMoscow1980GHammer Throw
M,Hammer Throw Men,Moscow,1980,S,Sergey LITVINOV,URS,80.64,Hammer Throw,80.64,MMoscow1980SHammer Throw
M,Hammer Throw Men,Moscow,1980,B,Yuri TAMM,URS,78.96,Hammer Throw,78.96,MMoscow1980BHammer Throw
M,Hammer Throw Men,Tokyo,1964,G,Romuald KLIM,URS,69.74,Hammer Throw,69.74,MTokyo1964GHammer Throw
M,Hammer Throw Men,Tokyo,1964,S,Gyula ZSIVÃTZKY,HUN,69.09,Hammer Throw,69.09,MTokyo1964SHammer Throw
M,Hammer Throw Men,Tokyo,1964,B,Uwe BEYER,EUA,68.09,Hammer Throw,68.09,MTokyo1964BHammer Throw
M,Hammer Throw Men,Los Angeles,1932,G,Patrick O'CALLAGHAN,IRL,53.92,Hammer Throw,53.92,MLos Angeles1932GHammer Throw
M,Hammer Throw Men,Los Angeles,1932,S,Ville PÃRHÃLÃ,FIN,52.27,Hammer Throw,52.27,MLos Angeles1932SHammer Throw
M,Hammer Throw Men,Los Angeles,1932,B,Peter ZAREMBA,USA,50.33,Hammer Throw,50.33,MLos Angeles1932BHammer Throw
M,Hammer Throw Men,Paris,1924,G,Fred TOOTELL,USA,53.295,Hammer Throw,53.295,MParis1924GHammer Throw
M,Hammer Throw Men,Paris,1924,S,Matt MCGRATH,USA,50.84,Hammer Throw,50.84,MParis1924SHammer Throw
M,Hammer Throw Men,Paris,1924,B,Malcolm NOKES,GBR,48.875,Hammer Throw,48.875,MParis1924BHammer Throw
M,Hammer Throw Men,Stockholm,1912,G,Matt MCGRATH,USA,54.74,Hammer Throw,54.74,MStockholm1912GHammer Throw
M,Hammer Throw Men,Stockholm,1912,S,Duncan GILLIS,CAN,48.39,Hammer Throw,48.39,MStockholm1912SHammer Throw
M,Hammer Throw Men,Stockholm,1912,B,Clarence CHILDS,USA,48.17,Hammer Throw,48.17,MStockholm1912BHammer Throw
M,Hammer Throw Men,St Louis,1904,G,John FLANAGAN,USA,51.23,Hammer Throw,51.23,MSt Louis1904GHammer Throw
M,Hammer Throw Men,St Louis,1904,S,John DEWITT,USA,50.26,Hammer Throw,50.26,MSt Louis1904SHammer Throw
M,Hammer Throw Men,St Louis,1904,B,Ralph ROSE,USA,45.73,Hammer Throw,45.73,MSt Louis1904BHammer Throw
M,High Jump Men,Rio,2016,G,Derek DROUIN,CAN,2.38,High Jump,2.38,MRio2016GHigh Jump
M,High Jump Men,Rio,2016,S,Mutaz Essa BARSHIM,QAT,2.36,High Jump,2.36,MRio2016SHigh Jump
M,High Jump Men,Rio,2016,B,Bohdan BONDARENKO,UKR,2.33,High Jump,2.33,MRio2016BHigh Jump
M,High Jump Men,Beijing,2008,G,Andrey SILNOV,RUS,2.36,High Jump,2.36,MBeijing2008GHigh Jump
M,High Jump Men,Beijing,2008,S,Germaine MASON,GBR,2.34,High Jump,2.34,MBeijing2008SHigh Jump
M,High Jump Men,Beijing,2008,B,Yaroslav RYBAKOV,RUS,2.34,High Jump,2.34,MBeijing2008BHigh Jump
M,High Jump Men,Sydney,2000,G,Sergey KLYUGIN,RUS,2.35,High Jump,2.35,MSydney2000GHigh Jump
M,High Jump Men,Sydney,2000,S,Javier SOTOMAYOR,CUB,2.32,High Jump,2.32,MSydney2000SHigh Jump
M,High Jump Men,Sydney,2000,B,Abderrahmane HAMMAD,ALG,2.32,High Jump,2.32,MSydney2000BHigh Jump
M,High Jump Men,Barcelona,1992,G,Javier SOTOMAYOR,CUB,2.34,High Jump,2.34,MBarcelona1992GHigh Jump
M,High Jump Men,Barcelona,1992,S,Patrik SJÃBERG,SWE,2.34,High Jump,2.34,MBarcelona1992SHigh Jump
M,High Jump Men,Barcelona,1992,B,Tim FORSYTH,AUS,2.34,High Jump,2.34,MBarcelona1992BHigh Jump
M,High Jump Men,Barcelona,1992,B,Artur PARTYKA,POL,2.34,High Jump,2.34,MBarcelona1992BHigh Jump
M,High Jump Men,Barcelona,1992,B,Hollis CONWAY,USA,2.34,High Jump,2.34,MBarcelona1992BHigh Jump
M,High Jump Men,Montreal,1976,G,Jacek WSZOLA,POL,2.25,High Jump,2.25,MMontreal1976GHigh Jump
M,High Jump Men,Montreal,1976,S,Greg JOY,CAN,2.23,High Jump,2.23,MMontreal1976SHigh Jump
M,High Jump Men,Montreal,1976,B,Dwight STONES,USA,2.21,High Jump,2.21,MMontreal1976BHigh Jump
M,High Jump Men,Rome,1960,G,Robert SHAVLAKADZE,URS,2.16,High Jump,2.16,MRome1960GHigh Jump
M,High Jump Men,Rome,1960,S,Valeri BRUMEL,URS,2.16,High Jump,2.16,MRome1960SHigh Jump
M,High Jump Men,Rome,1960,B,John THOMAS,USA,2.14,High Jump,2.14,MRome1960BHigh Jump
M,High Jump Men,Helsinki,1952,G,Walt DAVIS,USA,2.04,High Jump,2.04,MHelsinki1952GHigh Jump
M,High Jump Men,Helsinki,1952,S,Kenneth WIESNER,USA,2.01,High Jump,2.01,MHelsinki1952SHigh Jump
M,High Jump Men,Helsinki,1952,B,Jose TELLES DA CONCEICAO,BRA,1.98,High Jump,1.98,MHelsinki1952BHigh Jump
M,High Jump Men,London,1908,G,Harry PORTER,USA,1.9,High Jump,1.9,MLondon1908GHigh Jump
M,High Jump Men,London,1908,S,IstvÃ¡n SOMODI,HUN,1.88,High Jump,1.88,MLondon1908SHigh Jump
M,High Jump Men,London,1908,S,Cornelius LEAHY,GBR,1.88,High Jump,1.88,MLondon1908SHigh Jump
M,High Jump Men,London,1908,S,Georges ANDRE,FRA,1.88,High Jump,1.88,MLondon1908SHigh Jump
M,High Jump Men,Paris,1900,G,Irving BAXTER,USA,1.9,High Jump,1.9,MParis1900GHigh Jump
M,High Jump Men,Paris,1900,S,Patrick LEAHY,GBR,1.78,High Jump,1.78,MParis1900SHigh Jump
M,High Jump Men,Paris,1900,B,Lajos GÃNCZY,HUN,1.75,High Jump,1.75,MParis1900BHigh Jump
M,High Jump Men,London,2012,G,Ivan UKHOV,RUS,2.38,High Jump,2.38,MLondon2012GHigh Jump
M,High Jump Men,London,2012,S,Erik KYNARD,USA,2.33,High Jump,2.33,MLondon2012SHigh Jump
M,High Jump Men,London,2012,B,Derek DROUIN,CAN,2.29,High Jump,2.29,MLondon2012BHigh Jump
M,High Jump Men,London,2012,B,Mutaz Essa BARSHIM,QAT,2.29,High Jump,2.29,MLondon2012BHigh Jump
M,High Jump Men,London,2012,B,Robert GRABARZ,GBR,2.29,High Jump,2.29,MLondon2012BHigh Jump
M,High Jump Men,Athens,2004,G,Stefan HOLM,SWE,2.36,High Jump,2.36,MAthens2004GHigh Jump
M,High Jump Men,Athens,2004,S,Matt HEMINGWAY,USA,2.34,High Jump,2.34,MAthens2004SHigh Jump
M,High Jump Men,Athens,2004,B,Jaroslav BABA,CZE,2.34,High Jump,2.34,MAthens2004BHigh Jump
M,High Jump Men,Atlanta,1996,G,Charles AUSTIN,USA,2.39,High Jump,2.39,MAtlanta1996GHigh Jump
M,High Jump Men,Atlanta,1996,S,Artur PARTYKA,POL,2.37,High Jump,2.37,MAtlanta1996SHigh Jump
M,High Jump Men,Atlanta,1996,B,Steve SMITH,GBR,2.35,High Jump,2.35,MAtlanta1996BHigh Jump
M,High Jump Men,Moscow,1980,G,Gerd WESSIG,GDR,2.36,High Jump,2.36,MMoscow1980GHigh Jump
M,High Jump Men,Moscow,1980,S,Jacek WSZOLA,POL,2.31,High Jump,2.31,MMoscow1980SHigh Jump
M,High Jump Men,Moscow,1980,B,JÃ¶rg FREIMUTH,GDR,2.31,High Jump,2.31,MMoscow1980BHigh Jump
M,High Jump Men,Tokyo,1964,G,Valeri BRUMEL,URS,2.18,High Jump,2.18,MTokyo1964GHigh Jump
M,High Jump Men,Tokyo,1964,S,John THOMAS,USA,2.18,High Jump,2.18,MTokyo1964SHigh Jump
M,High Jump Men,Tokyo,1964,B,John RAMBO,USA,2.16,High Jump,2.16,MTokyo1964BHigh Jump
M,High Jump Men,Los Angeles,1932,G,Duncan MCNAUGHTON,CAN,1.97,High Jump,1.97,MLos Angeles1932GHigh Jump
M,High Jump Men,Los Angeles,1932,S,Robert VAN OSDEL,USA,1.97,High Jump,1.97,MLos Angeles1932SHigh Jump
M,High Jump Men,Los Angeles,1932,B,Simeon TORIBIO,PHI,1.97,High Jump,1.97,MLos Angeles1932BHigh Jump
M,High Jump Men,Paris,1924,G,Harold OSBORN,USA,1.98,High Jump,1.98,MParis1924GHigh Jump
M,High Jump Men,Paris,1924,S,Leroy BROWN,USA,1.95,High Jump,1.95,MParis1924SHigh Jump
M,High Jump Men,Paris,1924,B,Pierre LEWDEN,FRA,1.92,High Jump,1.92,MParis1924BHigh Jump
M,High Jump Men,Stockholm,1912,G,Alma RICHARDS,USA,1.93,High Jump,1.93,MStockholm1912GHigh Jump
M,High Jump Men,Stockholm,1912,S,Hans LIESCHE,GER,1.91,High Jump,1.91,MStockholm1912SHigh Jump
M,High Jump Men,Stockholm,1912,B,George HORINE,USA,1.89,High Jump,1.89,MStockholm1912BHigh Jump
M,High Jump Men,St Louis,1904,G,Samuel JONES,USA,1.8,High Jump,1.8,MSt Louis1904GHigh Jump
M,High Jump Men,St Louis,1904,S,Garrett SERVISS,USA,1.77,High Jump,1.77,MSt Louis1904SHigh Jump
M,High Jump Men,St Louis,1904,B,Paul WEINSTEIN,GER,1.77,High Jump,1.77,MSt Louis1904BHigh Jump
M,High Jump Men,Athens,1896,G,Ellery CLARK,USA,1.81,High Jump,1.81,MAthens1896GHigh Jump
M,High Jump Men,Athens,1896,S,Robert GARRETT,USA,1.65,High Jump,1.65,MAthens1896SHigh Jump
M,High Jump Men,Athens,1896,S,James CONNOLLY,USA,1.65,High Jump,1.65,MAthens1896SHigh Jump
M,Javelin Throw Men,Rio,2016,G,Thomas ROHLER,GER,None,Javelin Throw,0,MRio2016GJavelin Throw
M,Javelin Throw Men,Rio,2016,S,Julius YEGO,KEN,None,Javelin Throw,0,MRio2016SJavelin Throw
M,Javelin Throw Men,Rio,2016,B,Keshorn WALCOTT,TTO,None,Javelin Throw,0,MRio2016BJavelin Throw
M,Javelin Throw Men,Beijing,2008,G,Andreas THORKILDSEN,NOR,90.57,Javelin Throw,90.57,MBeijing2008GJavelin Throw
M,Javelin Throw Men,Beijing,2008,S,Ainars KOVALS,LAT,86.64,Javelin Throw,86.64,MBeijing2008SJavelin Throw
M,Javelin Throw Men,Beijing,2008,B,Tero PITKAMAKI,FIN,86.16,Javelin Throw,86.16,MBeijing2008BJavelin Throw
M,Javelin Throw Men,Sydney,2000,G,Jan Å½ELEZNÃ,CZE,90.17,Javelin Throw,90.17,MSydney2000GJavelin Throw
M,Javelin Throw Men,Sydney,2000,S,Steve BACKLEY,GBR,89.85,Javelin Throw,89.85,MSydney2000SJavelin Throw
M,Javelin Throw Men,Sydney,2000,B,Sergey MAKAROV,RUS,88.67,Javelin Throw,88.67,MSydney2000BJavelin Throw
M,Javelin Throw Men,Barcelona,1992,G,Jan Å½ELEZNÃ,TCH,89.66,Javelin Throw,89.66,MBarcelona1992GJavelin Throw
M,Javelin Throw Men,Barcelona,1992,S,Seppo RÃTY,FIN,86.6,Javelin Throw,86.6,MBarcelona1992SJavelin Throw
M,Javelin Throw Men,Barcelona,1992,B,Steve BACKLEY,GBR,83.38,Javelin Throw,83.38,MBarcelona1992BJavelin Throw
M,Javelin Throw Men,Los Angeles,1984,G,Arto HÃRKÃNEN,FIN,86.76,Javelin Throw,86.76,MLos Angeles1984GJavelin Throw
M,Javelin Throw Men,Los Angeles,1984,S,David OTTLEY,GBR,85.74,Javelin Throw,85.74,MLos Angeles1984SJavelin Throw
M,Javelin Throw Men,Los Angeles,1984,B,Kenth ELDEBRINK,SWE,83.72,Javelin Throw,83.72,MLos Angeles1984BJavelin Throw
M,Javelin Throw Men,Montreal,1976,G,Miklos NEMETH,HUN,94.58,Javelin Throw,94.58,MMontreal1976GJavelin Throw
M,Javelin Throw Men,Montreal,1976,S,Hannu Juhani SIITONEN,FIN,87.92,Javelin Throw,87.92,MMontreal1976SJavelin Throw
M,Javelin Throw Men,Montreal,1976,B,Gheorghe MEGELEA,ROU,87.16,Javelin Throw,87.16,MMontreal1976BJavelin Throw
M,Javelin Throw Men,Rome,1960,G,Viktor TSYBULENKO,URS,84.64,Javelin Throw,84.64,MRome1960GJavelin Throw
M,Javelin Throw Men,Rome,1960,S,Walter KRÃGER,EUA,79.36,Javelin Throw,79.36,MRome1960SJavelin Throw
M,Javelin Throw Men,Rome,1960,B,Gergely KULCSÃR,HUN,78.57,Javelin Throw,78.57,MRome1960BJavelin Throw
M,Javelin Throw Men,Helsinki,1952,G,Cy YOUNG,USA,73.78,Javelin Throw,73.78,MHelsinki1952GJavelin Throw
M,Javelin Throw Men,Helsinki,1952,S,William Preston MILLER,USA,72.46,Javelin Throw,72.46,MHelsinki1952SJavelin Throw
M,Javelin Throw Men,Helsinki,1952,B,Toivo HYYTIÃINEN,FIN,71.89,Javelin Throw,71.89,MHelsinki1952BJavelin Throw
M,Javelin Throw Men,London,1908,G,Eric LEMMING,SWE,54.83,Javelin Throw,54.83,MLondon1908GJavelin Throw
M,Javelin Throw Men,London,1908,S,Arne HALSE,NOR,50.57,Javelin Throw,50.57,MLondon1908SJavelin Throw
M,Javelin Throw Men,London,1908,B,Otto NILSSON,SWE,47.11,Javelin Throw,47.11,MLondon1908BJavelin Throw
M,Javelin Throw Men,London,2012,G,Keshorn WALCOTT,TTO,84.58,Javelin Throw,84.58,MLondon2012GJavelin Throw
M,Javelin Throw Men,London,2012,B,Antti RUUSKANEN,FIN,84.12,Javelin Throw,84.12,MLondon2012BJavelin Throw
M,Javelin Throw Men,Athens,2004,G,Andreas THORKILDSEN,NOR,86.5,Javelin Throw,86.5,MAthens2004GJavelin Throw
M,Javelin Throw Men,Athens,2004,S,Vadims VASILEVSKIS,LAT,84.95,Javelin Throw,84.95,MAthens2004SJavelin Throw
M,Javelin Throw Men,Athens,2004,B,Sergey MAKAROV,RUS,84.84,Javelin Throw,84.84,MAthens2004BJavelin Throw
M,Javelin Throw Men,Atlanta,1996,G,Jan Å½ELEZNÃ,CZE,88.16,Javelin Throw,88.16,MAtlanta1996GJavelin Throw
M,Javelin Throw Men,Atlanta,1996,S,Steve BACKLEY,GBR,87.44,Javelin Throw,87.44,MAtlanta1996SJavelin Throw
M,Javelin Throw Men,Atlanta,1996,B,Seppo RÃTY,FIN,86.98,Javelin Throw,86.98,MAtlanta1996BJavelin Throw
M,Javelin Throw Men,Moscow,1980,G,Dainis KULA,URS,91.2,Javelin Throw,91.2,MMoscow1980GJavelin Throw
M,Javelin Throw Men,Moscow,1980,S,Aleksandr MAKAROV,URS,89.64,Javelin Throw,89.64,MMoscow1980SJavelin Throw
M,Javelin Throw Men,Moscow,1980,B,Wolfgang HANISCH,GDR,86.72,Javelin Throw,86.72,MMoscow1980BJavelin Throw
M,Javelin Throw Men,Tokyo,1964,G,Pauli NEVALA,FIN,82.66,Javelin Throw,82.66,MTokyo1964GJavelin Throw
M,Javelin Throw Men,Tokyo,1964,S,Gergely KULCSÃR,HUN,82.32,Javelin Throw,82.32,MTokyo1964SJavelin Throw
M,Javelin Throw Men,Tokyo,1964,B,Yanis LUSIS,URS,80.57,Javelin Throw,80.57,MTokyo1964BJavelin Throw
M,Javelin Throw Men,Los Angeles,1932,G,Matti JÃRVINEN,FIN,72.71,Javelin Throw,72.71,MLos Angeles1932GJavelin Throw
M,Javelin Throw Men,Los Angeles,1932,S,Matti SIPPALA,FIN,69.8,Javelin Throw,69.8,MLos Angeles1932SJavelin Throw
M,Javelin Throw Men,Los Angeles,1932,B,Eino PENTTILÃ,FIN,68.7,Javelin Throw,68.7,MLos Angeles1932BJavelin Throw
M,Javelin Throw Men,Paris,1924,G,Jonni MYYRÃ,FIN,62.96,Javelin Throw,62.96,MParis1924GJavelin Throw
M,Javelin Throw Men,Paris,1924,S,Gunnar LINDSTRÃM,SWE,60.92,Javelin Throw,60.92,MParis1924SJavelin Throw
M,Javelin Throw Men,Paris,1924,B,Eugene OBERST,USA,58.35,Javelin Throw,58.35,MParis1924BJavelin Throw
M,Javelin Throw Men,Stockholm,1912,G,Eric LEMMING,SWE,60.64,Javelin Throw,60.64,MStockholm1912GJavelin Throw
M,Javelin Throw Men,Stockholm,1912,S,Juho Julius SAARISTO,FIN,58.66,Javelin Throw,58.66,MStockholm1912SJavelin Throw
M,Javelin Throw Men,Stockholm,1912,B,Mor KOVACS,HUN,55.5,Javelin Throw,55.5,MStockholm1912BJavelin Throw
M,Long Jump Men,Rio,2016,G,Jeff HENDERSON,USA,8.38,Long Jump,8.38,MRio2016GLong Jump
M,Long Jump Men,Rio,2016,S,Luvo MANYONGA,RSA,8.37,Long Jump,8.37,MRio2016SLong Jump
M,Long Jump Men,Rio,2016,B,Greg RUTHERFORD,GBR,8.29,Long Jump,8.29,MRio2016BLong Jump
M,Long Jump Men,Beijing,2008,G,Irving SALADINO,PAN,8.34,Long Jump,8.34,MBeijing2008GLong Jump
M,Long Jump Men,Beijing,2008,S,Godfrey Khotso MOKOENA,RSA,8.24,Long Jump,8.24,MBeijing2008SLong Jump
M,Long Jump Men,Beijing,2008,B,Ibrahim CAMEJO,CUB,8.2,Long Jump,8.2,MBeijing2008BLong Jump
M,Long Jump Men,Sydney,2000,G,Ivan PEDROSO,CUB,8.55,Long Jump,8.55,MSydney2000GLong Jump
M,Long Jump Men,Sydney,2000,S,Jai TAURIMA,AUS,8.49,Long Jump,8.49,MSydney2000SLong Jump
M,Long Jump Men,Sydney,2000,B,Roman SCHURENKO,UKR,8.31,Long Jump,8.31,MSydney2000BLong Jump
M,Long Jump Men,Barcelona,1992,G,Carl LEWIS,USA,8.67,Long Jump,8.67,MBarcelona1992GLong Jump
M,Long Jump Men,Barcelona,1992,S,Mike POWELL,USA,8.64,Long Jump,8.64,MBarcelona1992SLong Jump
M,Long Jump Men,Barcelona,1992,B,Joe GREENE,USA,8.34,Long Jump,8.34,MBarcelona1992BLong Jump
M,Long Jump Men,Montreal,1976,G,Arnie ROBINSON,USA,8.35,Long Jump,8.35,MMontreal1976GLong Jump
M,Long Jump Men,Montreal,1976,S,Randel Luvelle WILLIAMS,USA,8.11,Long Jump,8.11,MMontreal1976SLong Jump
M,Long Jump Men,Montreal,1976,B,Frank WARTENBERG,GDR,8.02,Long Jump,8.02,MMontreal1976BLong Jump
M,Long Jump Men,Rome,1960,G,Ralph BOSTON,USA,8.12,Long Jump,8.12,MRome1960GLong Jump
M,Long Jump Men,Rome,1960,S,Irvin ROBERSON,USA,8.11,Long Jump,8.11,MRome1960SLong Jump
M,Long Jump Men,Rome,1960,B,Igor TER-OVANESYAN,URS,8.04,Long Jump,8.04,MRome1960BLong Jump
M,Long Jump Men,Helsinki,1952,G,Jerome BIFFLE,USA,7.57,Long Jump,7.57,MHelsinki1952GLong Jump
M,Long Jump Men,Helsinki,1952,S,Meredith GOURDINE,USA,7.53,Long Jump,7.53,MHelsinki1952SLong Jump
M,Long Jump Men,Helsinki,1952,B,ÃâdÃÂ¶n FÃâLDESSY,HUN,7.3,Long Jump,7.3,MHelsinki1952BLong Jump
M,Long Jump Men,Berlin,1936,G,Jesse OWENS,USA,8.06,Long Jump,8.06,MBerlin1936GLong Jump
M,Long Jump Men,Berlin,1936,S,Luz LONG,GER,7.87,Long Jump,7.87,MBerlin1936SLong Jump
M,Long Jump Men,Berlin,1936,B,Naoto TAJIMA,JPN,7.74,Long Jump,7.74,MBerlin1936BLong Jump
M,Long Jump Men,Amsterdam,1928,G,Edward Barton HAMM,USA,7.73,Long Jump,7.73,MAmsterdam1928GLong Jump
M,Long Jump Men,Amsterdam,1928,S,Sylvio CATOR,HAI,7.58,Long Jump,7.58,MAmsterdam1928SLong Jump
M,Long Jump Men,Amsterdam,1928,B,Al BATES,USA,7.4,Long Jump,7.4,MAmsterdam1928BLong Jump
M,Long Jump Men,London,1908,G,Frank IRONS,USA,7.48,Long Jump,7.48,MLondon1908GLong Jump
