Gender,Event M/W,Location,Year,Medal,Name,Nationality,Result,Event,Time_Cleaned,MixMatch
M,4X100M Relay Men,Moscow,1980,G,null,URS,38.26,4X100M Relay,38.26,MMoscow1980G4X100M Relay
M,4X100M Relay Men,Moscow,1980,S,null,POL,38.33,4X100M Relay,38.33,MMoscow1980S4X100M Relay
M,4X100M Relay Men,Moscow,1980,B,null,FRA,38.53,4X100M Relay,38.53,MMoscow1980B4X100M Relay
M,4X100M Relay Men,Munich,1972,G,null,USA,38.19,4X100M Relay,38.19,MMunich1972G4X100M Relay
M,4X100M Relay Men,Munich,1972,S,null,URS,38.5,4X100M Relay,38.5,MMunich1972S4X100M Relay
M,4X100M Relay Men,Munich,1972,B,null,FRG,38.79,4X100M Relay,38.79,MMunich1972B4X100M Relay
M,4X100M Relay Men,Tokyo,1964,G,null,USA,39,4X100M Relay,39,MTokyo1964G4X100M Relay
M,4X100M Relay Men,Tokyo,1964,S,null,POL,39.3,4X100M Relay,39.3,MTokyo1964S4X100M Relay
M,4X100M Relay Men,Tokyo,1964,B,null,FRA,39.3,4X100M Relay,39.3,MTokyo1964B4X100M Relay
M,4X100M Relay Men,Melbourne / Stockholm,1956,G,null,USA,39.5,4X100M Relay,39.5,MMelbourne / Stockholm1956G4X100M Relay
M,4X100M Relay Men,Melbourne / Stockholm,1956,S,null,URS,39.8,4X100M Relay,39.8,MMelbourne / Stockholm1956S4X100M Relay
M,4X100M Relay Men,Melbourne / Stockholm,1956,B,null,EUA,40.3,4X100M Relay,40.3,MMelbourne / Stockholm1956B4X100M Relay
M,4X100M Relay Men,London,1948,G,null,USA,40.6,4X100M Relay,40.6,MLondon1948G4X100M Relay
M,4X100M Relay Men,London,1948,S,null,GBR,41.3,4X100M Relay,41.3,MLondon1948S4X100M Relay
M,4X100M Relay Men,London,1948,B,null,ITA,41.5,4X100M Relay,41.5,MLondon1948B4X100M Relay
M,4X100M Relay Men,Los Angeles,1932,G,null,USA,40,4X100M Relay,40,MLos Angeles1932G4X100M Relay
M,4X100M Relay Men,Los Angeles,1932,S,null,GER,40.9,4X100M Relay,40.9,MLos Angeles1932S4X100M Relay
M,4X100M Relay Men,Los Angeles,1932,B,null,ITA,41.2,4X100M Relay,41.2,MLos Angeles1932B4X100M Relay
M,4X100M Relay Men,Paris,1924,G,null,USA,41,4X100M Relay,41,MParis1924G4X100M Relay
M,4X100M Relay Men,Paris,1924,S,null,GBR,41.2,4X100M Relay,41.2,MParis1924S4X100M Relay
M,4X100M Relay Men,Paris,1924,B,null,NED,41.8,4X100M Relay,41.8,MParis1924B4X100M Relay
M,4X100M Relay Men,Stockholm,1912,G,null,GBR,00:00:42,4X100M Relay,42,MStockholm1912G4X100M Relay
M,4X100M Relay Men,Stockholm,1912,S,null,SWE,00:00:43,4X100M Relay,43,MStockholm1912S4X100M Relay
M,4X400M Relay Men,Rio,2016,G,null,USA,None,4X400M Relay,0,MRio2016G4X400M Relay
M,4X400M Relay Men,Rio,2016,S,null,JAM,None,4X400M Relay,0,MRio2016S4X400M Relay
M,4X400M Relay Men,Rio,2016,B,null,BAH,None,4X400M Relay,0,MRio2016B4X400M Relay
M,4X400M Relay Men,Beijing,2008,G,null,USA,00:02:55,4X400M Relay,175,MBeijing2008G4X400M Relay
M,4X400M Relay Men,Beijing,2008,S,null,BAH,00:02:58,4X400M Relay,178,MBeijing2008S4X400M Relay
M,4X400M Relay Men,Sydney,2000,G,null,NGR,00:02:59,4X400M Relay,179,MSydney2000G4X400M Relay
M,4X400M Relay Men,Sydney,2000,S,null,JAM,00:02:59,4X400M Relay,179,MSydney2000S4X400M Relay
M,4X400M Relay Men,Sydney,2000,B,null,BAH,00:02:59,4X400M Relay,179,MSydney2000B4X400M Relay
M,4X400M Relay Men,Barcelona,1992,G,null,USA,00:02:56,4X400M Relay,176,MBarcelona1992G4X400M Relay
M,4X400M Relay Men,Barcelona,1992,S,null,CUB,00:03:00,4X400M Relay,180,MBarcelona1992S4X400M Relay
M,4X400M Relay Men,Barcelona,1992,B,null,GBR,00:03:00,4X400M Relay,180,MBarcelona1992B4X400M Relay
M,4X400M Relay Men,Los Angeles,1984,G,null,USA,00:02:58,4X400M Relay,178,MLos Angeles1984G4X400M Relay
M,4X400M Relay Men,Los Angeles,1984,S,null,GBR,00:02:59,4X400M Relay,179,MLos Angeles1984S4X400M Relay
M,4X400M Relay Men,Los Angeles,1984,B,null,NGR,00:02:59,4X400M Relay,179,MLos Angeles1984B4X400M Relay
M,4X400M Relay Men,Montreal,1976,G,null,USA,00:02:59,4X400M Relay,179,MMontreal1976G4X400M Relay
M,4X400M Relay Men,Montreal,1976,S,null,POL,00:03:01,4X400M Relay,181,MMontreal1976S4X400M Relay
M,4X400M Relay Men,Montreal,1976,B,null,FRG,00:03:02,4X400M Relay,182,MMontreal1976B4X400M Relay
M,4X400M Relay Men,Mexico,1968,G,null,USA,00:02:56,4X400M Relay,176,MMexico1968G4X400M Relay
M,4X400M Relay Men,Mexico,1968,S,null,KEN,00:03:00,4X400M Relay,180,MMexico1968S4X400M Relay
M,4X400M Relay Men,Mexico,1968,B,null,FRG,00:03:00,4X400M Relay,180,MMexico1968B4X400M Relay
M,4X400M Relay Men,Rome,1960,G,null,USA,00:03:02,4X400M Relay,182,MRome1960G4X400M Relay
M,4X400M Relay Men,Rome,1960,S,null,EUA,00:03:03,4X400M Relay,183,MRome1960S4X400M Relay
M,4X400M Relay Men,Rome,1960,B,null,BWI,00:03:04,4X400M Relay,184,MRome1960B4X400M Relay
M,4X400M Relay Men,Helsinki,1952,G,null,JAM,00:03:04,4X400M Relay,184,MHelsinki1952G4X400M Relay
M,4X400M Relay Men,Helsinki,1952,S,null,USA,00:03:04,4X400M Relay,184,MHelsinki1952S4X400M Relay
M,4X400M Relay Men,Helsinki,1952,B,null,GER,00:03:07,4X400M Relay,187,MHelsinki1952B4X400M Relay
M,4X400M Relay Men,Berlin,1936,G,null,GBR,00:03:09,4X400M Relay,189,MBerlin1936G4X400M Relay
M,4X400M Relay Men,Berlin,1936,S,null,USA,00:03:11,4X400M Relay,191,MBerlin1936S4X400M Relay
M,4X400M Relay Men,Berlin,1936,B,null,GER,00:03:12,4X400M Relay,192,MBerlin1936B4X400M Relay
M,4X400M Relay Men,Amsterdam,1928,G,null,USA,00:03:14,4X400M Relay,194,MAmsterdam1928G4X400M Relay
M,4X400M Relay Men,Amsterdam,1928,S,null,GER,None,4X400M Relay,0,MAmsterdam1928S4X400M Relay
M,4X400M Relay Men,Amsterdam,1928,B,null,CAN,None,4X400M Relay,0,MAmsterdam1928B4X400M Relay
M,4X400M Relay Men,Antwerp,1920,G,null,GBR,00:03:22,4X400M Relay,202,MAntwerp1920G4X400M Relay
M,4X400M Relay Men,Antwerp,1920,S,null,RSA,3:23.0 est,4X400M Relay,03:23,MAntwerp1920S4X400M Relay
M,4X400M Relay Men,Antwerp,1920,B,null,FRA,3:23.5 est,4X400M Relay,03:23.5,MAntwerp1920B4X400M Relay
M,4X400M Relay Men,London,1908,G,null,USA,00:03:29,4X400M Relay,209,MLondon1908G4X400M Relay
M,4X400M Relay Men,London,1908,S,null,GER,None,4X400M Relay,0,MLondon1908S4X400M Relay
M,4X400M Relay Men,London,1908,B,null,HUN,None,4X400M Relay,0,MLondon1908B4X400M Relay
M,4X400M Relay Men,London,2012,G,null,BAH,00:02:57,4X400M Relay,177,MLondon2012G4X400M Relay
M,4X400M Relay Men,London,2012,S,null,USA,00:02:57,4X400M Relay,177,MLondon2012S4X400M Relay
M,4X400M Relay Men,London,2012,B,null,TTO,00:02:59,4X400M Relay,179,MLondon2012B4X400M Relay
M,4X400M Relay Men,Athens,2004,G,null,USA,00:02:56,4X400M Relay,176,MAthens2004G4X400M Relay
M,4X400M Relay Men,Athens,2004,S,null,AUS,00:03:01,4X400M Relay,181,MAthens2004S4X400M Relay
M,4X400M Relay Men,Athens,2004,B,null,NGR,00:03:01,4X400M Relay,181,MAthens2004B4X400M Relay
M,4X400M Relay Men,Atlanta,1996,G,null,USA,00:02:56,4X400M Relay,176,MAtlanta1996G4X400M Relay
M,4X400M Relay Men,Atlanta,1996,S,null,GBR,00:02:57,4X400M Relay,177,MAtlanta1996S4X400M Relay
M,4X400M Relay Men,Atlanta,1996,B,null,JAM,00:02:59,4X400M Relay,179,MAtlanta1996B4X400M Relay
M,4X400M Relay Men,Moscow,1980,G,null,URS,00:03:01,4X400M Relay,181,MMoscow1980G4X400M Relay
M,4X400M Relay Men,Moscow,1980,S,null,GDR,00:03:01,4X400M Relay,181,MMoscow1980S4X400M Relay
M,4X400M Relay Men,Moscow,1980,B,null,ITA,00:03:04,4X400M Relay,184,MMoscow1980B4X400M Relay
M,4X400M Relay Men,Munich,1972,G,null,KEN,00:03:00,4X400M Relay,180,MMunich1972G4X400M Relay
M,4X400M Relay Men,Munich,1972,S,null,GBR,00:03:00,4X400M Relay,180,MMunich1972S4X400M Relay
M,4X400M Relay Men,Munich,1972,B,null,FRA,00:03:01,4X400M Relay,181,MMunich1972B4X400M Relay
M,4X400M Relay Men,Tokyo,1964,G,null,USA,00:03:01,4X400M Relay,181,MTokyo1964G4X400M Relay
M,4X400M Relay Men,Tokyo,1964,S,null,GBR,00:03:02,4X400M Relay,182,MTokyo1964S4X400M Relay
M,4X400M Relay Men,Tokyo,1964,B,null,TTO,00:03:02,4X400M Relay,182,MTokyo1964B4X400M Relay
M,4X400M Relay Men,Melbourne / Stockholm,1956,G,null,USA,00:03:05,4X400M Relay,185,MMelbourne / Stockholm1956G4X400M Relay
M,4X400M Relay Men,Melbourne / Stockholm,1956,S,null,AUS,00:03:06,4X400M Relay,186,MMelbourne / Stockholm1956S4X400M Relay
M,4X400M Relay Men,Melbourne / Stockholm,1956,B,null,GBR,00:03:07,4X400M Relay,187,MMelbourne / Stockholm1956B4X400M Relay
M,4X400M Relay Men,London,1948,G,null,USA,00:03:10,4X400M Relay,190,MLondon1948G4X400M Relay
M,4X400M Relay Men,London,1948,S,null,FRA,00:03:15,4X400M Relay,195,MLondon1948S4X400M Relay
M,4X400M Relay Men,London,1948,B,null,SWE,00:03:16,4X400M Relay,196,MLondon1948B4X400M Relay
M,4X400M Relay Men,Los Angeles,1932,G,null,USA,00:03:08,4X400M Relay,188,MLos Angeles1932G4X400M Relay
M,4X400M Relay Men,Los Angeles,1932,S,null,GBR,00:03:11,4X400M Relay,191,MLos Angeles1932S4X400M Relay
M,4X400M Relay Men,Los Angeles,1932,B,null,CAN,00:03:13,4X400M Relay,193,MLos Angeles1932B4X400M Relay
M,4X400M Relay Men,Paris,1924,G,null,USA,00:03:16,4X400M Relay,196,MParis1924G4X400M Relay
M,4X400M Relay Men,Paris,1924,S,null,SWE,00:03:17,4X400M Relay,197,MParis1924S4X400M Relay
M,4X400M Relay Men,Paris,1924,B,null,GBR,00:03:17,4X400M Relay,197,MParis1924B4X400M Relay
M,4X400M Relay Men,Stockholm,1912,G,null,USA,00:03:17,4X400M Relay,197,MStockholm1912G4X400M Relay
M,4X400M Relay Men,Stockholm,1912,S,null,FRA,00:03:21,4X400M Relay,201,MStockholm1912S4X400M Relay
M,4X400M Relay Men,Stockholm,1912,B,null,GBR,00:03:23,4X400M Relay,203,MStockholm1912B4X400M Relay
M,5000M Men,Rio,2016,G,Mohamed FARAH,GBR,00:13:03,5000M,783,MRio2016G5000M
M,5000M Men,Rio,2016,S,Paul Kipkemoi CHELIMO,USA,00:13:04,5000M,784,MRio2016S5000M
M,5000M Men,Rio,2016,B,Hagos GEBRHIWET,ETH,00:13:04,5000M,784,MRio2016B5000M
M,5000M Men,Beijing,2008,G,Kenenisa BEKELE,ETH,00:12:58,5000M,778,MBeijing2008G5000M
M,5000M Men,Beijing,2008,S,Eliud Kipchoge ROTICH,KEN,00:13:03,5000M,783,MBeijing2008S5000M
M,5000M Men,Beijing,2008,B,Edwin Cheruiyot SOI,KEN,00:13:06,5000M,786,MBeijing2008B5000M
M,5000M Men,Sydney,2000,G,Millon WOLDE,ETH,00:13:35,5000M,815,MSydney2000G5000M
M,5000M Men,Sydney,2000,S,Ali SAIDI-SIEF,ALG,00:13:36,5000M,816,MSydney2000S5000M
M,5000M Men,Sydney,2000,B,Brahim LAHLAFI,MAR,00:13:36,5000M,816,MSydney2000B5000M
M,5000M Men,Barcelona,1992,G,Dieter BAUMANN,GER,00:13:13,5000M,793,MBarcelona1992G5000M
M,5000M Men,Barcelona,1992,S,Paul BITOK,KEN,00:13:13,5000M,793,MBarcelona1992S5000M
M,5000M Men,Barcelona,1992,B,Fita BAYISSA,ETH,00:13:13,5000M,793,MBarcelona1992B5000M
M,5000M Men,Los Angeles,1984,G,SaÃ¯d AOUITA,MAR,00:13:06,5000M,786,MLos Angeles1984G5000M
M,5000M Men,Los Angeles,1984,S,Markus RYFFEL,SUI,00:13:08,5000M,788,MLos Angeles1984S5000M
M,5000M Men,Los Angeles,1984,B,AntÃ³nio LEITÃO,POR,00:13:09,5000M,789,MLos Angeles1984B5000M
M,5000M Men,Montreal,1976,G,Lasse VIREN,FIN,00:13:25,5000M,805,MMontreal1976G5000M
M,5000M Men,Montreal,1976,S,Dick Theodorus QUAX,NZL,00:13:25,5000M,805,MMontreal1976S5000M
M,5000M Men,Montreal,1976,B,Klaus-Peter HILDENBRAND,FRG,00:13:25,5000M,805,MMontreal1976B5000M
M,5000M Men,Mexico,1968,G,Mohamed GAMMOUDI,TUN,00:14:05,5000M,845,MMexico1968G5000M
M,5000M Men,Mexico,1968,S,Kip KEINO,KEN,00:14:05,5000M,845,MMexico1968S5000M
M,5000M Men,Mexico,1968,B,Naftali TEMU,KEN,00:14:06,5000M,846,MMexico1968B5000M
M,5000M Men,Rome,1960,G,Murray HALBERG,NZL,00:13:43,5000M,823,MRome1960G5000M
M,5000M Men,Rome,1960,S,Hans GRODOTZKI,EUA,00:13:45,5000M,825,MRome1960S5000M
M,5000M Men,Rome,1960,B,Kazimierz ZIMNY,POL,00:13:45,5000M,825,MRome1960B5000M
M,5000M Men,Helsinki,1952,G,Emil ZÃTOPEK,TCH,00:14:07,5000M,847,MHelsinki1952G5000M
M,5000M Men,Helsinki,1952,S,Alain MIMOUN,FRA,00:14:07,5000M,847,MHelsinki1952S5000M
M,5000M Men,Helsinki,1952,B,Herbert SCHADE,GER,00:14:09,5000M,849,MHelsinki1952B5000M
M,5000M Men,Berlin,1936,G,Gunnar HÃCKERT,FIN,00:14:22,5000M,862,MBerlin1936G5000M
M,5000M Men,Berlin,1936,S,Lauri LEHTINEN,FIN,00:14:26,5000M,866,MBerlin1936S5000M
M,5000M Men,Berlin,1936,B,Henry JONSSON-KÃLARNE,SWE,00:14:29,5000M,869,MBerlin1936B5000M
M,5000M Men,Amsterdam,1928,G,Ville RITOLA,FIN,00:14:38,5000M,878,MAmsterdam1928G5000M
M,5000M Men,Amsterdam,1928,S,Paavo NURMI,FIN,00:14:40,5000M,880,MAmsterdam1928S5000M
M,5000M Men,Amsterdam,1928,B,Edvin WIDE,SWE,00:14:41,5000M,881,MAmsterdam1928B5000M
M,5000M Men,Antwerp,1920,G,Joseph GUILLEMOT,FRA,00:14:56,5000M,896,MAntwerp1920G5000M
M,5000M Men,Antwerp,1920,S,Paavo NURMI,FIN,00:15:00,5000M,900,MAntwerp1920S5000M
M,5000M Men,Antwerp,1920,B,Eric BACKMAN,SWE,00:15:13,5000M,913,MAntwerp1920B5000M
M,5000M Men,London,2012,G,Mohamed FARAH,GBR,00:13:42,5000M,822,MLondon2012G5000M
M,5000M Men,London,2012,S,Dejen GEBREMESKEL,ETH,00:13:42,5000M,822,MLondon2012S5000M
M,5000M Men,London,2012,B,Thomas Pkemei LONGOSIWA,KEN,00:13:42,5000M,822,MLondon2012B5000M
M,5000M Men,Athens,2004,G,Hicham EL GUERROUJ,MAR,00:13:14,5000M,794,MAthens2004G5000M
M,5000M Men,Athens,2004,S,Kenenisa BEKELE,ETH,00:13:15,5000M,795,MAthens2004S5000M
M,5000M Men,Athens,2004,B,Eliud Kipchoge ROTICH,KEN,00:13:15,5000M,795,MAthens2004B5000M
M,5000M Men,Atlanta,1996,G,Venuste NIYONGABO,BDI,00:13:08,5000M,788,MAtlanta1996G5000M
M,5000M Men,Atlanta,1996,S,Paul BITOK,KEN,00:13:08,5000M,788,MAtlanta1996S5000M
M,5000M Men,Atlanta,1996,B,Khalid BOULAMI,MAR,00:13:08,5000M,788,MAtlanta1996B5000M
M,5000M Men,Moscow,1980,G,Miruts YIFTER,ETH,00:13:21,5000M,801,MMoscow1980G5000M
M,5000M Men,Moscow,1980,S,Suleiman NYAMBUI,TAN,00:13:22,5000M,802,MMoscow1980S5000M
M,5000M Men,Moscow,1980,B,Kaarlo MAANINKA,FIN,00:13:22,5000M,802,MMoscow1980B5000M
M,5000M Men,Munich,1972,G,Lasse VIREN,FIN,00:13:26,5000M,806,MMunich1972G5000M
M,5000M Men,Munich,1972,S,Mohamed GAMMOUDI,TUN,00:13:27,5000M,807,MMunich1972S5000M
M,5000M Men,Munich,1972,B,Ian STEWART,GBR,00:13:28,5000M,808,MMunich1972B5000M
M,5000M Men,Tokyo,1964,G,Robert Keyser SCHUL,USA,00:13:49,5000M,829,MTokyo1964G5000M
M,5000M Men,Tokyo,1964,S,Harald NORPOTH,EUA,00:13:50,5000M,830,MTokyo1964S5000M
M,5000M Men,Tokyo,1964,B,Bill DELLINGER,USA,00:13:50,5000M,830,MTokyo1964B5000M
M,5000M Men,Melbourne / Stockholm,1956,G,Vladimir KUTS,URS,00:13:40,5000M,820,MMelbourne / Stockholm1956G5000M
M,5000M Men,Melbourne / Stockholm,1956,S,Gordon PIRIE,GBR,00:13:51,5000M,831,MMelbourne / Stockholm1956S5000M
M,5000M Men,Melbourne / Stockholm,1956,B,Derek IBBOTSON,GBR,00:13:54,5000M,834,MMelbourne / Stockholm1956B5000M
M,5000M Men,London,1948,G,Gaston REIFF,BEL,00:14:18,5000M,858,MLondon1948G5000M
M,5000M Men,London,1948,S,Emil ZÃTOPEK,TCH,00:14:18,5000M,858,MLondon1948S5000M
M,5000M Men,London,1948,B,Willem SLIJKHUIS,NED,00:14:27,5000M,867,MLondon1948B5000M
M,5000M Men,Los Angeles,1932,G,Lauri LEHTINEN,FIN,00:14:30,5000M,870,MLos Angeles1932G5000M
M,5000M Men,Los Angeles,1932,S,Ralph HILL,USA,00:14:30,5000M,870,MLos Angeles1932S5000M
M,5000M Men,Los Angeles,1932,B,Lauri VIRTANEN,FIN,00:14:44,5000M,884,MLos Angeles1932B5000M
M,5000M Men,Paris,1924,G,Paavo NURMI,FIN,00:14:31,5000M,871,MParis1924G5000M
M,5000M Men,Paris,1924,S,Ville RITOLA,FIN,00:14:31,5000M,871,MParis1924S5000M
M,5000M Men,Paris,1924,B,Edvin WIDE,SWE,00:15:02,5000M,902,MParis1924B5000M
M,5000M Men,Stockholm,1912,G,Hannes KOLEHMAINEN,FIN,00:14:37,5000M,877,MStockholm1912G5000M
M,5000M Men,Stockholm,1912,S,Jean BOUIN,FRA,00:14:37,5000M,877,MStockholm1912S5000M
M,5000M Men,Stockholm,1912,B,George HUTSON,GBR,00:15:08,5000M,908,MStockholm1912B5000M
M,50Km Race Walk Men,Rio,2016,G,Matej TOTH,SVK,03:40:58,50Km Race Walk Men,13258,MRio2016G50Km Race Walk Men
M,50Km Race Walk Men,Rio,2016,S,Jared TALLENT,AUS,03:41:16,50Km Race Walk Men,13276,MRio2016S50Km Race Walk Men
M,50Km Race Walk Men,Rio,2016,B,Hirooki ARAI,JPN,03:41:24,50Km Race Walk Men,13284,MRio2016B50Km Race Walk Men
M,50Km Race Walk Men,Beijing,2008,G,Alex SCHWAZER,ITA,3h37:09,50Km Race Walk Men,03:37:09,MBeijing2008G50Km Race Walk Men
M,50Km Race Walk Men,Beijing,2008,S,Jared TALLENT,AUS,3h39:27,50Km Race Walk Men,03:39:27,MBeijing2008S50Km Race Walk Men
M,50Km Race Walk Men,Beijing,2008,B,Denis NIZHEGORODOV,RUS,3h40:14,50Km Race Walk Men,03:40:14,MBeijing2008B50Km Race Walk Men
M,50Km Race Walk Men,Sydney,2000,G,Robert KORZENIOWSKI,POL,03h42:22,50Km Race Walk Men,03:42:22,MSydney2000G50Km Race Walk Men
M,50Km Race Walk Men,Sydney,2000,S,Aigars FADEJEVS,LAT,03h43:40,50Km Race Walk Men,03:43:40,MSydney2000S50Km Race Walk Men
M,50Km Race Walk Men,Sydney,2000,B,Joel SANCHEZ GUERRERO,MEX,03h44:36,50Km Race Walk Men,03:44:36,MSydney2000B50Km Race Walk Men
M,50Km Race Walk Men,Barcelona,1992,G,Andrey PERLOV,EUN,03:50:13,50Km Race Walk Men,13813,MBarcelona1992G50Km Race Walk Men
M,50Km Race Walk Men,Barcelona,1992,S,Carlos MERCENARIO,MEX,03:52:09,50Km Race Walk Men,13929,MBarcelona1992S50Km Race Walk Men
M,50Km Race Walk Men,Barcelona,1992,B,Ronald WEIGEL,GER,03:53:45,50Km Race Walk Men,14025,MBarcelona1992B50Km Race Walk Men
M,50Km Race Walk Men,Los Angeles,1984,G,RaÃºl GONZÃLEZ,MEX,03:47:26,50Km Race Walk Men,13646,MLos Angeles1984G50Km Race Walk Men
M,50Km Race Walk Men,Los Angeles,1984,S,Bo GUSTAFSSON,SWE,03:53:19,50Km Race Walk Men,13999,MLos Angeles1984S50Km Race Walk Men
M,50Km Race Walk Men,Los Angeles,1984,B,Sandro BELLUCCI,ITA,03:53:45,50Km Race Walk Men,14025,MLos Angeles1984B50Km Race Walk Men
M,50Km Race Walk Men,Munich,1972,G,Bernd KANNENBERG,FRG,03:56:12,50Km Race Walk Men,14172,MMunich1972G50Km Race Walk Men
M,50Km Race Walk Men,Munich,1972,S,Veniamin SOLDATENKO,URS,03:58:24,50Km Race Walk Men,14304,MMunich1972S50Km Race Walk Men
M,50Km Race Walk Men,Munich,1972,B,Larry YOUNG,USA,04:00:46,50Km Race Walk Men,14446,MMunich1972B50Km Race Walk Men
M,50Km Race Walk Men,Tokyo,1964,G,Abdon PAMICH,ITA,04:11:12,50Km Race Walk Men,15072,MTokyo1964G50Km Race Walk Men
M,50Km Race Walk Men,Tokyo,1964,S,Paul Vincent NIHILL,GBR,04:11:31,50Km Race Walk Men,15091,MTokyo1964S50Km Race Walk Men
M,50Km Race Walk Men,Tokyo,1964,B,Ingvar PETTERSSON,SWE,04:14:17,50Km Race Walk Men,15257,MTokyo1964B50Km Race Walk Men
M,50Km Race Walk Men,Melbourne / Stockholm,1956,G,Norman READ,NZL,04:30:43,50Km Race Walk Men,16243,MMelbourne / Stockholm1956G50Km Race Walk Men
M,50Km Race Walk Men,Melbourne / Stockholm,1956,S,Yevgeni MASKINSKOV,URS,04:32:57,50Km Race Walk Men,16377,MMelbourne / Stockholm1956S50Km Race Walk Men
M,50Km Race Walk Men,Melbourne / Stockholm,1956,B,John LJUNGGREN,SWE,04:35:02,50Km Race Walk Men,16502,MMelbourne / Stockholm1956B50Km Race Walk Men
M,50Km Race Walk Men,London,1948,G,John LJUNGGREN,SWE,04:41:52,50Km Race Walk Men,16912,MLondon1948G50Km Race Walk Men
M,50Km Race Walk Men,London,1948,S,Gaston GODEL,SUI,04:48:17,50Km Race Walk Men,17297,MLondon1948S50Km Race Walk Men
M,50Km Race Walk Men,London,1948,B,Terence Lloyd JOHNSON,GBR,04:48:31,50Km Race Walk Men,17311,MLondon1948B50Km Race Walk Men
M,50Km Race Walk Men,Los Angeles,1932,G,Thomas William GREEN,GBR,04:50:10,50Km Race Walk Men,17410,MLos Angeles1932G50Km Race Walk Men
M,50Km Race Walk Men,Los Angeles,1932,S,Janis DALINS,LAT,04:57:20,50Km Race Walk Men,17840,MLos Angeles1932S50Km Race Walk Men
M,50Km Race Walk Men,Los Angeles,1932,B,Ugo FRIGERIO,ITA,04:59:06,50Km Race Walk Men,17946,MLos Angeles1932B50Km Race Walk Men
M,50Km Race Walk Men,London,2012,G,Jared TALLENT,AUS,03:36:53,50Km Race Walk Men,13013,MLondon2012G50Km Race Walk Men
M,50Km Race Walk Men,London,2012,S,Tianfeng SI,CHN,03:37:16,50Km Race Walk Men,13036,MLondon2012S50Km Race Walk Men
M,50Km Race Walk Men,London,2012,B,Robert HEFFERNAN,IRL,03:37:54,50Km Race Walk Men,13074,MLondon2012B50Km Race Walk Men
M,50Km Race Walk Men,Athens,2004,G,Robert KORZENIOWSKI,POL,3h38:46,50Km Race Walk Men,03:38:46,MAthens2004G50Km Race Walk Men
M,50Km Race Walk Men,Athens,2004,S,Denis NIZHEGORODOV,RUS,3h42:50,50Km Race Walk Men,03:42:50,MAthens2004S50Km Race Walk Men
M,50Km Race Walk Men,Athens,2004,B,Aleksey VOYEVODIN,RUS,3h43:34,50Km Race Walk Men,03:43:34,MAthens2004B50Km Race Walk Men
M,50Km Race Walk Men,Atlanta,1996,G,Robert KORZENIOWSKI,POL,03:43:30,50Km Race Walk Men,13410,MAtlanta1996G50Km Race Walk Men
M,50Km Race Walk Men,Atlanta,1996,S,Mikhail SHCHENNIKOV,RUS,03:43:46,50Km Race Walk Men,13426,MAtlanta1996S50Km Race Walk Men
M,50Km Race Walk Men,Atlanta,1996,B,Valentin MASSANA,ESP,03:44:19,50Km Race Walk Men,13459,MAtlanta1996B50Km Race Walk Men
M,50Km Race Walk Men,Seoul,1988,G,Vyacheslav IVANENKO,URS,03:38:29,50Km Race Walk Men,13109,MSeoul1988G50Km Race Walk Men
M,50Km Race Walk Men,Seoul,1988,S,Ronald WEIGEL,GDR,03:38:56,50Km Race Walk Men,13136,MSeoul1988S50Km Race Walk Men
M,50Km Race Walk Men,Seoul,1988,B,Hartwig GAUDER,GDR,03:39:45,50Km Race Walk Men,13185,MSeoul1988B50Km Race Walk Men
M,50Km Race Walk Men,Moscow,1980,G,Hartwig GAUDER,GDR,03:49:24,50Km Race Walk Men,13764,MMoscow1980G50Km Race Walk Men
M,50Km Race Walk Men,Moscow,1980,S,Jorge LLOPART,ESP,03:51:25,50Km Race Walk Men,13885,MMoscow1980S50Km Race Walk Men
M,50Km Race Walk Men,Moscow,1980,B,Yevgeny Mikhaylovich IVCHENKO,URS,03:56:32,50Km Race Walk Men,14192,MMoscow1980B50Km Race Walk Men
M,50Km Race Walk Men,Mexico,1968,G,Christoph HÃHNE,GDR,04:20:14,50Km Race Walk Men,15614,MMexico1968G50Km Race Walk Men
M,50Km Race Walk Men,Mexico,1968,S,Antal KISS,HUN,04:30:17,50Km Race Walk Men,16217,MMexico1968S50Km Race Walk Men
M,50Km Race Walk Men,Mexico,1968,B,Larry YOUNG,USA,04:31:55,50Km Race Walk Men,16315,MMexico1968B50Km Race Walk Men
M,50Km Race Walk Men,Rome,1960,G,Donald James THOMPSON,GBR,04:25:30,50Km Race Walk Men,15930,MRome1960G50Km Race Walk Men
M,50Km Race Walk Men,Rome,1960,S,John LJUNGGREN,SWE,04:25:47,50Km Race Walk Men,15947,MRome1960S50Km Race Walk Men
M,50Km Race Walk Men,Rome,1960,B,Abdon PAMICH,ITA,04:27:55,50Km Race Walk Men,16075,MRome1960B50Km Race Walk Men
M,50Km Race Walk Men,Helsinki,1952,G,Giuseppe DORDONI,ITA,04:28:08,50Km Race Walk Men,16088,MHelsinki1952G50Km Race Walk Men
M,50Km Race Walk Men,Helsinki,1952,S,Josef DOLEZAL,TCH,04:30:18,50Km Race Walk Men,16218,MHelsinki1952S50Km Race Walk Men
M,50Km Race Walk Men,Helsinki,1952,B,Antal RÃKA,HUN,04:31:27,50Km Race Walk Men,16287,MHelsinki1952B50Km Race Walk Men
